0010CE84,"Single player it is?"
AC2035BC,"{0:s} Deployed a Sav annoyer"
AC96B705,"  DONE KILLING?"
AD15B75F,"  CHANGING SESSION?"
AD2ACD89,"Targets"
AD677FF4,"ESF is the universal weapon that is mainly used with EMP or Shock Ram. It is useful against EMP and Mines but it can be countered by Spikes and Jammer. The faster you go, the more damage it deals (Speed driven system)"
AE8E0E3B,"Took you long enough"
AEDBC63B,"Drop out?"
AF2A8470,"Slot 1"
AF2A8471,"Slot 2"
B059F133,"  USELESS SPEEDLIST"
B0D1EF61,"Speedrunner"
B0E13089,"Dodge Boat 2.0 ENF"
B108AAEB,"The cooler 12C"
B13ADC40,"Koenigsegg Speedrunner UC"
B15140B1,"Dodge Boat 2.0"
B2C6AB9E,"SKILL ISSUE"
B3B0F15A,"Useless objectives:"
B3EC2F11,"Wanna read what they sayin?"
B402124F,"Current version"
B4D0DAC0,"Chapter 10 btw"
B5478C80,"How it all started?"
B55AC144,"Leave"
B600E3F8,"Adjust the gamma of game i guess"
B6B563F4,"How fast can you drive? start"
B93F46CF,"  UPGRADES PEOPLE, UPGRADES"
B94D9B8F,"Keep in range..."
B94E1082,"Out of range!"
B95ADA54,"Better Rivals Text 0.4"
B9FA44F5,"DETECTED EMP LOCK ON"
BA2B7A1E,"Vroom vroomed for"
BC379D51,"Drop in?"
BCAD8730,"Upgrade tech if you dont want to die"
BCAD8731,"Those tips are useless, but you can improve your racer car performance. It costs Speed Points tho."
BCAD8732,"Getting new cars is fun But upgrading current is better"
BCAD8733,"Racers need money to get cars Cops get them for free"
BCAD8734,"Interesting... what would happen if Rivals had 4 tech slots?"
BCAD8735,"Speedpoints Racer is easy, Cop is hard"
BCAD8736,"Racers have turbo Combined with jammer they are a hard target to get"
BCAD8737,"Cops have useless roadblocks, as well as Helis that are annoying as fuck to jam"
BD60E296,"Speedrun #{0:s} Collected, you are #{1:s} on the Speedwall"
BD69B30C,"My russia rush B UC"
BD8B2443,"Events played"
BE06CFEB,"Get that 100%"
BF1B8FA5,"Last updated 30.06.24 R1pp3r_R3Ghost HenryLovesEMP hjmil Net_777_da Montecarlo777 Dutch 4DAN"
BF87A431,"Result"
BFC5233F,"[{0:s}] EMP hit confirmed"
BFC523FB,"Hit confirmed on {0:s} with an ESF"
BFF85BB9,"Time driving and killing"
C01DDC74,"No turbo on that one"
C02D92F9,"Go for it? You know what happens"
C0DA82E7,"Race shut down"
C18EFBFC,"Bust the Fucker"
C2123BFA,"  DROP IN"
C3BA7CA8,"Full screen or windowed, the choice is yours"
C4391F42,"You will die in:"
C4611897,"Hot Pursuit"
C4F60A83,"Try not to hit anything"
C50D4562,"The more you drive as racer the higher mutliplier "
C50D4563,"Racers can grind their mutliplier as they earn Speedpoints Coming back to garage resets it to X 1"
C50D4564,"The higher multiplier - the more cops Max is Heat 10"
C50D4565,"Racers can hide at any fucking time even when in pursuit"
C50D4566,"As a racer, the more cops the longer the pursuits"
C50D4567,"Go back to hideout to cash in what youve got"
C50D4568,"If you have been busted then you have skill issue"
C50D4569,"Fight (race) other racers with 1v1 race"
C50D456A,"Want to grind? You can change your shitty speedlist to different one"
C50D4582,"Dont like what youre doing in that speedlist? 100% will make you do it anyway"
C52DF96C,"DROPPED SPIKES"
C5571694,"Join Today"
C594EE71,"[HARD] Land of No Return"
C594EE74,"[HARD] Middle - North"
C66C9E13,"This is a text mod created by Zephyr. It includes changes ONLY to text, this is a small project which is fun (If version is replaced with Rivals+, this is the 0.4 Alpha release)"
C7674BBA,"Dropping out? Pussy"
C8808E59,"1v1 started"
C8B0693C,"UNAVAILABLE - JAMMED"
C9CE0E8D,"Drive till finish"
CA00C7F3,"The beginning of it all..."
CA5851BA,"Discord server"
CA9C0F6B,"Stats"
CCF476FD,"Here we go"
CD192FAA,"Boat 2.0"
CD821C89,"Dodge Boat 2.0 ENF"
CE3A56EF,"I dont know what it does, but it controls the dynamic range - slide to right if you wanna go loud, or left if you wanna go stealth (Payday players will understand). I have it on right, fun"
CEED9255,"LOOK FOR THE PERFECT ONE"
CEFFD955,"Ready to roll? Here is the list of targets. Have fun! - Zephyr, dev"
CF5BDD27,"Route set"
CF802C88,"RUN BEFORE TIMES DOES"
CFB3A06C,"How fast can you drive? Complete"
CFBDE7A4,"6th element (Carbon)"
D09A4AC7,"SPIKES SAID NO"
D0DC38DC,"Depression"
D2DEFF71,"Hunter"
D36BDED9,"Broken"
D37A6A06,"M3 GTRn't"
D3E05F91,"[EASY] Middle - North"
D4D842D0,"New Speedrun"
D601309D,"Speedruns"
D69BBA0D,"Alldrive setting"
D6B6E85C,"JOIN?"
D82BEA42," How clean can you drive?"
D83EBF82,"Viper slow attack"
D8EFCD4B,"Kill the bot, or else."
D948B758,"Flashbang"
D9EE7061,"Lottery! Who will be hosting?"
DA469196,"ENZO"
DA84D2DB,"Escaped, just wait 2min"
DAAF7E75,"Ferrari Enzo"
DB8B44D2,"Boat 2.0"
DBD390CB,"Finished"
DBDD72B0,"Say bye bye to your "
DBF431B1,"Dodge Boat 2.0"
DBF90C76,"ESCAPIN'"
DC00AE7F,"My russia rush B ENF"
DC00FF60,"My russia"
DC502825,"Speedrunner"
DC6BA4B6,"Scroll down to level 16, it will be there  Heated awaits, join today"
DC8725F6,"Shock em"
DCB71A9E,"Higher quality = more effects, more lag if you have shitty gpu"
DDA932D5," How clean can you drive's?"
DEAF4C85,"Level 1 is the worst shit that you can use, upgrade it please"
DEAF4C86,"Level 2 increases the dealing damage but its not as effective as higher level"
DEAF4C87,"Level 3 further gets you closer to max level, with its better dealing damage"
DEAF4C88,"Level 4 brings the PVP level ESF - Pair it with Shock Ram/Shock Wave and attack enemies!"
E03478E9,"Free points for good end speed"
E0C883C0,"The longer racer drives, the more speed points you get bro"
E0E4548A,"How fast can you drive's?"
E1081A71,"Go back?"
E133770C,"Look for your target on different session"
E155FFD2,"Choose your gang"
E170B0AF,"Free for all"
E18DE5C5,"Ready to kill?"
E2EC6B10,"RUN FOR YOUR LIFE"
E5070B57,"Killing racers is fun, max you can get it 20k Heat 10 for cop"
E5070B58,"SFX for Better Rivals Text will be available to download once finished. From songs, to UI sounds! Maybe your song will appear if you ask for it REMEMBER: Not every song/sfx can be edited, i will try to edit all of them if possible"
E5070B59,"Use undercover to be cooler"
E5070B5B,"Patrol cops are good for speed use One:1 Patrol to beat records"
E5070B5D,"Work smarter, not harder Avoid opponents attacks, and then strike back"
E5070B5E,"Rivals+ X Heated ""All about combat, now in Rivals+ Version 5"""
E5070B5F,"Every car is good, unless you suck ass"
E56D1394,"{0:s} drives like a moron and didnt see the flying Heli - Perfect hit"
E591894D,"Speedrunner"
E6D59293,"Go there"
E7091E9B,"Level 1 is the worst shit that you can use, upgrade it please"
E7091E9C,"Level 2 makes the Heli even more annoying by including a fucking light that blinds racers and you"
E7091E9D,"Level 3 makes the Heli annoying as fuck, on top of Spotlight it also throws Spikes!"
E7091E9E,"Max level is the worst thing to ever exist, the devil himself. Heli is throwing spikes EVERYWHERE"
E72ABA46,"  KILL ""RACISTS"""
E78CE669,"You wanna see pixelated wet textures or high quality?"
E7C527FF,"BEING A PUSSY"
E8101E43,"Heated awaits"
E84AABBD,"How fast can you drive? Finished"
E89C3081,"[HARD] The Grand Tour"
E89C30A3,"[HARD] Middle - East"
E978B14B,"Put Heated or something else, max 7 characters. Weird hm?"
EA07BA7D,"Future"
EA52C9E8,"Countered {0:s}'s EMP"
EA52CAA4,"You managed to forcefully turn off {0:s}'s ESF"
EABD47BC,"Hows your monitor?"
ECB19FE9,"The beginning"
ECF330F8,"This one is interesting, you can go with more realistic approach where the headlights cast shadows, looks better but at cost of performance if you have shitty gpu"
EDB27441,"Youve been asked to 1v1"
EE155560,"Koenigsegg Speedrunner UC"
EE16CC2D,"youre normal"
EFC5F589,"Jumped in"
F001BB39,"It doesnt have mirrors in movie too"
F0381314,"YOURE ABOUT TO DIE"
F0603885,"Checkpoint"
F061DDD5,"DO NOT CLICK THIS"
F06AA818,"Mustang GT ""Need for Speed"" Movie"
F0CB294D,"Heated awaits"
F0D4FA13,"Max speed youve got"
F1B85CF9,"SKILL ISSUE"
F20A10F2,"Ready to kill?"
F247F0EE,"Heated Origins"
F2D766E3,"Grand Theft Auto"
F3236EED,"HELL"
F3844F29,"I am speed"
F3BF13B3,"{0:s} cant drive for shit, and you hit em 100%"
F3D38FFD,"Level 1 is the worst shit that you can use, upgrade it please"
F3D38FFE,"Level 2 is basically pointless, why did you waste your money on this?"
F3D38FFF,"Level 3 makes Roadblocks even more useless, yet you spent money on this - why?"
F3D39000,"Max level lets you access to spam that fucking block until you run out of it. Have fun"
F48A778C,"Grand Theft Auto"
F51555D1,"Speedrunner"
F5E4B550,"  GRAPHICAL SETTINGS"
F6279569,"Cars you got"
F7E7BE34,"Okay, you can talk now"
F82D8DA2,"Speedrun started"
F8E5E345,"6th element (Carbon)"
F9BB796F,"Stun mine hit on {0:s} confirmed (How they didnt dodge that?)"
F9C31B42,"said no to {0:s}"
FA1C0E49,"Watch out, Roadblock has been deployed"
FA5C296F,"You can call Heli (aka: Fucker or Sav annoyer). This flying shit will follow the target, making it annoying to escape from. You cant jam it."
FA5C2970,"You can call Heli (aka: Fucker or Sav annoyer). This flying shit will follow the target, making it annoying to escape from. You cant jam it."
FA5C2971,"You can call Heli (aka: Fucker or Sav annoyer). This flying shit will follow the target, making it annoying to escape from. You cant jam it."
FA5C2972,"You can call Heli (aka: Fucker or Sav annoyer). This flying shit will follow the target, making it annoying to escape from. You cant jam it."
FA64890D,"Yo money:"
FC3139D1,"Get access to the USELESS (when deployed by cops, not players) Roadblock. It has everything you want! Spikes, fucking cops, and that REZA thingy. Careful with it, try not to crash"
FC3139D2,"Get access to the USELESS (when deployed by cops, not players) Roadblock. It has everything you want! Spikes, fucking cops, and that REZA thingy. Careful with it, try not to crash"
FC3139D3,"Get access to the USELESS (when deployed by cops, not players) Roadblock. It has everything you want! Spikes, fucking cops, and that REZA thingy. Careful with it, try not to crash"
FC3139D4,"Get access to the USELESS (when deployed by cops, not players) Roadblock. It has everything you want! Spikes, fucking cops, and that REZA thingy. Careful with it, try not to crash"
FC96D108,"Fuck-o-meter"
FCD0381C,"MF is about to outrun us, the fuck?"
FCFE4783,"Join today"
FD1AAC6F,"{0:s} hit you with Stun Mine (imagine)"
FD3B9E94,"Racers killed"
FDBAC428,"Hit confirmed on {0:s} "
FDBF6CD4,"Hit confirmed on {0:s}"
FDCABF7E,"{0:s} Deployed a Roadblock - do they know that 90% of time it doesnt work?"
FE216B68,"Grand Theft Auto"
FE2B51EE,"Welcome to 0.4! Where AllDrive is the priority  Released to public (0.4a1) on 24th Sept with unknown release date. It is unknow what will be changed, but it mainly focuses on fixing issues from previous releases. So, ready to roll?"
FE97C588,"{0:s} most likely crashed or just rage quit"
FFCE6EEA,"Pursuit tech abused"
FFF31E24,"TOLD YOU ITS USELESS"
